GID,short_description
gid://shopify/Product/15448942346564,"[""Органико-минерален многохранителен тор NPK (Mg) 9-2-7 (+3)"", ""За дълбоко зелен, здрав тревен килим без плевели и мъх"", ""Богат на калий за укрепване на тревата"", ""Без съдържание на железен сулфат - не оставя петна"", ""Осигурява здрав, плътен и здравословен тревен килим"", ""Повишава устойчивостта срещу суша, болести и студ"", ""Предотвратява нежелан растеж на мъх и плевели"", ""Почти без мирис и без бактерии благодарение на санитизацията"", ""Отлично разпространение благодарение на прахообразната микрогранулирана смес"", ""Осигурява до 100 дни пълно хранене"", ""Обогатен с магнезий за интензивно зелен цвят на тревата"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Всичко-в-едно тор с вар и укрепители за трева""]"
gid://shopify/Product/15448942903620,"[""Сложен органико-минерален тор NPK (Mg) 8-4-5 (+2)"", ""Подобрява красотата на растенията, с по-дълбоки цветове и повече цветя"", ""Наслаждавайте се на повече и по-вкусни плодове"", ""Оказва положително влияние върху формирането на плодове, клубени и луковици"", ""Подобрява качеството по отношение на вкуса, цвета, аромата и срока на годност"", ""Подобрява структурата на почвата и стимулира полезните почвени организми"", ""Осигурява постоянно снабдяване с хранителни вещества чрез бавноосвобождаващи се гранули за над 100 дни"", ""Универсално приложим - не влияе на киселинността на почвата"", ""Отлични характеристики на разпръскване с прахообразни микрогранули"", ""Увеличава устойчивостта срещу суша, студ, болести и вредители"", ""Всичко-в-едно тор, обогатен с укрепители за растения"", ""За оптимални резултати в декоративни и зеленчукови градини""]"
gid://shopify/Product/15448947294532,"[""NPK 6-3-2 естествен и изцяло растителен тор"", ""100% без животински продукти като тор, костно брашно или кръвно брашно"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Има приятен аромат и е подходящ за употреба на закрито и на открито"", ""100% органичен, без ГМО, изцяло растителен и екологично чист"", ""Без патогени; без вредни патогени, нежелани мухъли или бактерии"", ""Висока способност за абсорбция на влага и богат на органични вещества"", ""Бързо действие с последователен поток от хранителни вещества чрез бавноосвобождаващи се гранули"", ""Отличен модел на разпръскване с безпрашни гранули от 2-5 мм"", ""Пълноценно растително хранене, съдържащо всички съществени хранителни вещества"", ""Устойчив универсален тор, подходящ за всички растения, култури и видове почви.""]"
gid://shopify/Product/15448947949892,"[""Подобрява структурата и плодородието на почвата"", ""NPK 2-2-3, богат на магнезий, калций, хуминови киселини и фулвови киселини"", ""Допълнително добавени минерали и микроелементи от лавово брашно"", ""Изработен от 100% чист кравешки тор"", ""Почти без мирис поради хигиенизация и 100% свободен от плевелни семена"", ""Без патогени; без патогени, нежелани мухъли или бактерии"", ""Постоянен торен ефект чрез бавно освобождаващи се гранули > 120 дни"", ""Минимално измиване на минерални елементи поради високото органично съдържание на свързан азот"", ""Без изгаряне на листа поради много ниско съдържание на амоняк"", ""Съдържа важни хранителни вещества и приблизително 60% органично вещество"", ""Добре разтворими и без прах гранули с отличен модел на разпръскване"", ""Може да се използва през всички сезони, с изключение на случаи на замръзване на земята"", ""Перфектен универсален тор за растения и активатор на почвата""]"
gid://shopify/Product/15448948146500,"[""Подобрява структурата и плодородието на почвата"", ""NPK 2-2-3, богат на магнезий, калций, хуминови киселини и фулвови киселини"", ""Допълнително добавени минерали и микроелементи от лавово брашно"", ""Изработен от 100% чист кравешки тор"", ""Почти без мирис поради хигиенизация и 100% свободен от плевелни семена"", ""Без патогени; без патогени, нежелани мухъли или бактерии"", ""Постоянен торен ефект чрез бавно освобождаващи се гранули > 120 дни"", ""Минимално измиване на минерални елементи поради високото органично съдържание на свързан азот"", ""Без изгаряне на листа поради много ниско съдържание на амоняк"", ""Съдържа важни хранителни вещества и приблизително 60% органично вещество"", ""Добре разтворими и без прах гранули с отличен модел на разпръскване"", ""Може да се използва през всички сезони, с изключение на случаи на замръзване на земята"", ""Перфектен универсален тор за растения и активатор на почвата""]"
gid://shopify/Product/15448949489988,"[""Сложен органико-минерален тор NPK 9-2-7"", ""Подходящ тор за конски пасища"", ""Също така изключително подходящ за пасища за овце, кози и любителски животни"", ""Води до висококачествена и вкусна трева/храна"", ""Насърчава здравословен и структуриран добив"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Постоянен растеж чрез бавноосвобождаващи се микрогранули с продължителност над 120 дни"", ""Прави тревата по-устойчива на суша, болести и стрес"", ""Торът бързо прониква в почвата, предотвратявайки консумацията от животни"", ""Приложим във всякакъв сезон, с изключение на периода на замръзване на земята"", ""Добавени допълнителни минерали и микроелементи от вулканична пепел"", ""Перфектен всичко-в-едно тор за пасища""]"
gid://shopify/Product/15448949817668,"[""Повишава pH стойността на почвата"", ""Намалява мъха и плевелите"", ""Добър за живота и структурата на почвата"", ""Вар за четири сезона: Може да се прилага през цялата година"", ""Осигурява оптимално формиране на корени и плодородна почва"", ""По-силни и по-твърди корени"", ""Гранулат без прах, не се измива и има отличен модел на разпространение"", ""Магнезият осигурява красив тъмнозелен цвят на тревите и растенията"", ""Осигурява косвена енергия чрез оптимална фотосинтеза и плодородие на почвата"", ""За по-красиви, свежи и здрави тревни площи и растения"", ""Добро усвояване на хранителни вещества като азот, калий и магнезий.""]"
gid://shopify/Product/15448951062852,"[""Сложен органико-минерален тор NPK 9-2-7"", ""Подходящ тор за конски пасища"", ""Също така изключително подходящ за пасища за овце, кози и любителски животни"", ""Води до висококачествена и вкусна трева/храна"", ""Насърчава здравословен и структуриран добив"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Постоянен растеж чрез бавноосвобождаващи се микрогранули с продължителност над 120 дни"", ""Прави тревата по-устойчива на суша, болести и стрес"", ""Торът бързо прониква в почвата, предотвратявайки консумацията от животни"", ""Приложим във всякакъв сезон, с изключение на периода на замръзване на земята"", ""Добавени допълнителни минерали и микроелементи от вулканична пепел"", ""Перфектен всичко-в-едно тор за пасища""]"
gid://shopify/Product/15448953422148,"[""Сложен органико-минерален тор NPK 9-2-7"", ""Подходящ тор за конски пасища"", ""Също така изключително подходящ за пасища за овце, кози и любителски животни"", ""Води до висококачествена и вкусна трева/храна"", ""Насърчава здравословен и структуриран добив"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Постоянен растеж чрез бавноосвобождаващи се микрогранули с продължителност над 120 дни"", ""Прави тревата по-устойчива на суша, болести и стрес"", ""Торът бързо прониква в почвата, предотвратявайки консумацията от животни"", ""Приложим във всякакъв сезон, с изключение на периода на замръзване на земята"", ""Добавени допълнителни минерали и микроелементи от вулканична пепел"", ""Перфектен всичко-в-едно тор за пасища""]"
gid://shopify/Product/15448953979204,"[""Сложен органико-минерален тор NPK 9-2-7"", ""Подходящ тор за конски пасища"", ""Също така изключително подходящ за пасища за овце, кози и любителски животни"", ""Води до висококачествена и вкусна трева/храна"", ""Насърчава здравословен и структуриран добив"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Постоянен растеж чрез бавноосвобождаващи се микрогранули с продължителност над 120 дни"", ""Прави тревата по-устойчива на суша, болести и стрес"", ""Торът бързо прониква в почвата, предотвратявайки консумацията от животни"", ""Приложим във всякакъв сезон, с изключение на периода на замръзване на земята"", ""Добавени допълнителни минерали и микроелементи от вулканична пепел"", ""Перфектен всичко-в-едно тор за пасища""]"
gid://shopify/Product/15448954503492,"[""Сложен органико-минерален тор NPK (Mg) 6-2-12 (+2)"", ""Силна трева през зимата, красиви резултати видими до пролетта"", ""Води до силен, тъмнозелен тревен килим"", ""Повишава устойчивостта срещу суша, студ, болести и вредители"", ""Подобрява структурата на почвата и стимулира положителния почвен живот"", ""Постоянно снабдяване с хранителни вещества чрез бавноосвобождаващи се гранули > 100 дни"", ""Универсално приложим – не влияе на pH на почвата"", ""Отличен модел на разпръскване с прахообразни микрогранули"", ""Потиска нежелания растеж на мъх и плевели"", ""Есенен тор All-In-One, обогатен с укрепители за растения""]"
gid://shopify/Product/15448956797252,"[""Сложен органико-минерален тор NPK 9-2-7"", ""Подходящ тор за конски пасища"", ""Също така изключително подходящ за пасища за овце, кози и любителски животни"", ""Води до висококачествена и вкусна трева/храна"", ""Насърчава здравословен и структуриран добив"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Постоянен растеж чрез бавноосвобождаващи се микрогранули с продължителност над 120 дни"", ""Прави тревата по-устойчива на суша, болести и стрес"", ""Торът бързо прониква в почвата, предотвратявайки консумацията от животни"", ""Приложим във всякакъв сезон, с изключение на периода на замръзване на земята"", ""Добавени допълнителни минерали и микроелементи от вулканична пепел"", ""Перфектен всичко-в-едно тор за пасища""]"
gid://shopify/Product/15448958894404,"[""Сложен органико-минерален тор NPK 9-2-7"", ""Подходящ тор за конски пасища"", ""Също така изключително подходящ за пасища за овце, кози и любителски животни"", ""Води до висококачествена и вкусна трева/храна"", ""Насърчава здравословен и структуриран добив"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Постоянен растеж чрез бавноосвобождаващи се микрогранули с продължителност над 120 дни"", ""Прави тревата по-устойчива на суша, болести и стрес"", ""Торът бързо прониква в почвата, предотвратявайки консумацията от животни"", ""Приложим във всякакъв сезон, с изключение на периода на замръзване на земята"", ""Добавени допълнителни минерали и микроелементи от вулканична пепел"", ""Перфектен всичко-в-едно тор за пасища""]"
gid://shopify/Product/15448960172356,"[""Сложен органико-минерален тор NPK (Mg) 6-2-12 (+2)"", ""Силна трева през зимата, красиви резултати видими до пролетта"", ""Води до силен, тъмнозелен тревен килим"", ""Повишава устойчивостта срещу суша, студ, болести и вредители"", ""Подобрява структурата на почвата и стимулира положителния почвен живот"", ""Постоянно снабдяване с хранителни вещества чрез бавноосвобождаващи се гранули > 100 дни"", ""Универсално приложим – не влияе на pH на почвата"", ""Отличен модел на разпръскване с прахообразни микрогранули"", ""Потиска нежелания растеж на мъх и плевели"", ""Есенен тор All-In-One, обогатен с укрепители за растения""]"
gid://shopify/Product/15448960303428,"[""Сложен органико-минерален тор NPK (Mg) 6-2-12 (+2)"", ""Силна трева през зимата, красиви резултати видими до пролетта"", ""Води до силен, тъмнозелен тревен килим"", ""Повишава устойчивостта срещу суша, студ, болести и вредители"", ""Подобрява структурата на почвата и стимулира положителния почвен живот"", ""Постоянно снабдяване с хранителни вещества чрез бавноосвобождаващи се гранули > 100 дни"", ""Универсално приложим – не влияе на pH на почвата"", ""Отличен модел на разпръскване с прахообразни микрогранули"", ""Потиска нежелания растеж на мъх и плевели"", ""Есенен тор All-In-One, обогатен с укрепители за растения""]"
gid://shopify/Product/15448960565572,"[""Сложен органико-минерален тор NPK (Mg) 6-2-12 (+2)"", ""Силна трева през зимата, красиви резултати видими до пролетта"", ""Води до силен, тъмнозелен тревен килим"", ""Повишава устойчивостта срещу суша, студ, болести и вредители"", ""Подобрява структурата на почвата и стимулира положителния почвен живот"", ""Постоянно снабдяване с хранителни вещества чрез бавноосвобождаващи се гранули > 100 дни"", ""Универсално приложим – не влияе на pH на почвата"", ""Отличен модел на разпръскване с прахообразни микрогранули"", ""Потиска нежелания растеж на мъх и плевели"", ""Есенен тор All-In-One, обогатен с укрепители за растения""]"
gid://shopify/Product/15448960631108,"[""Сложен органико-минерален тор NPK (Mg) 6-2-12 (+2)"", ""Силна трева през зимата, красиви резултати видими до пролетта"", ""Води до силен, тъмнозелен тревен килим"", ""Повишава устойчивостта срещу суша, студ, болести и вредители"", ""Подобрява структурата на почвата и стимулира положителния почвен живот"", ""Постоянно снабдяване с хранителни вещества чрез бавноосвобождаващи се гранули > 100 дни"", ""Универсално приложим – не влияе на pH на почвата"", ""Отличен модел на разпръскване с прахообразни микрогранули"", ""Потиска нежелания растеж на мъх и плевели"", ""Есенен тор All-In-One, обогатен с укрепители за растения""]"
gid://shopify/Product/15448960696644,"[""Органико-минерален многохранителен тор NPK (Mg) 9-2-7 (+3)"", ""За дълбоко зелен, здрав тревен килим без плевели и мъх"", ""Богат на калий за укрепване на тревата"", ""Без съдържание на железен сулфат - не оставя петна"", ""Осигурява здрав, плътен и здравословен тревен килим"", ""Повишава устойчивостта срещу суша, болести и студ"", ""Предотвратява нежелан растеж на мъх и плевели"", ""Почти без мирис и без бактерии благодарение на санитизацията"", ""Отлично разпространение благодарение на прахообразната микрогранулирана смес"", ""Осигурява до 100 дни пълно хранене"", ""Обогатен с магнезий за интензивно зелен цвят на тревата"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Всичко-в-едно тор с вар и укрепители за трева""]"
gid://shopify/Product/15448961155396,"[""Сложен органико-минерален тор NPK (Mg) 6-2-12 (+2)"", ""Силна трева през зимата, красиви резултати видими до пролетта"", ""Води до силен, тъмнозелен тревен килим"", ""Повишава устойчивостта срещу суша, студ, болести и вредители"", ""Подобрява структурата на почвата и стимулира положителния почвен живот"", ""Постоянно снабдяване с хранителни вещества чрез бавноосвобождаващи се гранули > 100 дни"", ""Универсално приложим – не влияе на pH на почвата"", ""Отличен модел на разпръскване с прахообразни микрогранули"", ""Потиска нежелания растеж на мъх и плевели"", ""Есенен тор All-In-One, обогатен с укрепители за растения""]"
gid://shopify/Product/15448961319236,"[""Органико-минерален многохранителен тор NPK (Mg) 9-2-7 (+3)"", ""За дълбоко зелен, здрав тревен килим без плевели и мъх"", ""Богат на калий за укрепване на тревата"", ""Без съдържание на железен сулфат - не оставя петна"", ""Осигурява здрав, плътен и здравословен тревен килим"", ""Повишава устойчивостта срещу суша, болести и студ"", ""Предотвратява нежелан растеж на мъх и плевели"", ""Почти без мирис и без бактерии благодарение на санитизацията"", ""Отлично разпространение благодарение на прахообразната микрогранулирана смес"", ""Осигурява до 100 дни пълно хранене"", ""Обогатен с магнезий за интензивно зелен цвят на тревата"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Всичко-в-едно тор с вар и укрепители за трева""]"
gid://shopify/Product/15448961909060,"[""Органико-минерален многохранителен тор NPK (Mg) 9-2-7 (+3)"", ""За дълбоко зелен, здрав тревен килим без плевели и мъх"", ""Богат на калий за укрепване на тревата"", ""Без съдържание на железен сулфат - не оставя петна"", ""Осигурява здрав, плътен и здравословен тревен килим"", ""Повишава устойчивостта срещу суша, болести и студ"", ""Предотвратява нежелан растеж на мъх и плевели"", ""Почти без мирис и без бактерии благодарение на санитизацията"", ""Отлично разпространение благодарение на прахообразната микрогранулирана смес"", ""Осигурява до 100 дни пълно хранене"", ""Обогатен с магнезий за интензивно зелен цвят на тревата"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Всичко-в-едно тор с вар и укрепители за трева""]"
gid://shopify/Product/15448964104516,"[""Органико-минерален многохранителен тор NPK (Mg) 9-2-7 (+3)"", ""За дълбоко зелен, здрав тревен килим без плевели и мъх"", ""Богат на калий за укрепване на тревата"", ""Без съдържание на железен сулфат - не оставя петна"", ""Осигурява здрав, плътен и здравословен тревен килим"", ""Повишава устойчивостта срещу суша, болести и студ"", ""Предотвратява нежелан растеж на мъх и плевели"", ""Почти без мирис и без бактерии благодарение на санитизацията"", ""Отлично разпространение благодарение на прахообразната микрогранулирана смес"", ""Осигурява до 100 дни пълно хранене"", ""Обогатен с магнезий за интензивно зелен цвят на тревата"", ""Подобрява структурата на почвата и действа като активатор на почвата"", ""Всичко-в-едно тор с вар и укрепители за трева""]"
