GID,short_description
gid://shopify/Product/15448942346564,"[""Orgaanis-mineraalinen moniravinteinen lannoite NPK (Mg) 9-2-7 (+3)"", ""Syvän vihreä ja vahva nurmikko ilman rikkaruohoja ja sammaloitumista"", ""Kaliumrikas vahvistamaan nurmikkoa"", ""Ei sisällä rautasulfaattia – ei tahraa"", ""Varmistaa vahvan, terveen ja tiiviin nurmikon"", ""Lisää vastustuskykyä kuivuutta, tauteja ja pakkasta vastaan"", ""Estää sammalen ja rikkaruohojen ei-toivottua kasvua"", ""Käytännössä hajuton ja taatusti itämätön hygienisoinnin ansiosta"", ""Erinomainen levitys pölyttömän mikrogranulaattiseoksen ansiosta"", ""Tarjoaa jopa 100 päivän täydellisen ravitsemuksen"", ""Rikastettu magnesiumilla, joka antaa ruoholle syvän vihreän värin"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivoijana"", ""All-In-One lannoite, jossa kalkkia ja nurmikon vahvistajia""]"
gid://shopify/Product/15448942903620,"[""Yhdistetty orgaanis-mineraalilannoite NPK (Mg) 8-4-5 (+2)"", ""Parantaa kasvien kauneutta, syvempiä värejä ja runsaampia kukkia"", ""Nauti runsaammasta ja maukkaammasta sadosta"", ""Positiivinen vaikutus hedelmien, mukuloiden ja sipulien muodostumiseen"", ""Parantaa laatua maun, värin, tuoksun ja säilyvyyden osalta"", ""Parantaa maaperän rakennetta ja stimuloi hyödyllisiä maaperän organismeja"", ""Jatkuva ravinnesaanti hitaan vapautumisen rakeiden ansiosta yli 100 päivää"", ""Yleisohjelma – ei vaikuta maaperän happamuuteen"", ""Erinomainen levitys pölyttömillä mikrogranulaateilla"", ""Lisää kestävyyttä kuivuutta, pakkasta, tauteja ja tuholaisia vastaan"", ""Kaikki-Yhdessä lannoite, rikastettu kasvien vahvistajilla"", ""Ihanteelliset tulokset koriste- ja vihannespuutarhoissa""]"
gid://shopify/Product/15448947294532,"[""NPK 6-3-2 luonnollinen ja puhtaasti kasvipohjainen lannoite"", ""100 % vapaa eläintuotteista, kuten lannasta, luujauhosta tai verijauhosta"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivaattorina"", ""Miellyttävä tuoksu, sopii sekä sisä- että ulkokäyttöön"", ""100 % orgaaninen, GMO-vapaa, puhtaasti kasvipohjainen ja ympäristöystävällinen"", ""Patogeeniton; ei taudinaiheuttajia, ei-toivottuja homeita tai bakteereja"", ""Korkea kosteuden imeytymiskyky ja runsaasti orgaanista ainesta"", ""Nopea vaikutus, tasainen lannoitteen vapautuminen hitaasti vapautuvien rakeiden ansiosta"", ""Erinomainen levitysominaisuus, pölyttömät 2-5 mm rakeet"", ""Täydellinen kasviravinne, joka sisältää kaikki välttämättömät ravinteet"", ""Kestävä yleislannoite, joka sopii kaikille kasveille, viljelykasveille ja maaperätyypeille""]"
gid://shopify/Product/15448947949892,"[""Parantaa maaperän rakennetta ja hedelmällisyyttä"", ""NPK 2-2-3, sisältää runsaasti magnesiumia, kalsiumia, humushappoja ja fulvohappoja"", ""Lisätty ylimääräisiä mineraaleja ja hivenaineita laavakivijauheesta"", ""Valmistettu 100 % puhtaasta lehmänlannasta"", ""Lähes hajuton hygienisoinnin ansiosta ja 100 % rikkaruohonsiemenistä vapaa"", ""Patogeeniton; ei patogeenejä, ei ei-toivottuja homeita tai bakteereja"", ""Tasainen lannoitusvaikutus hitaasti vapautuvilla rakeilla > 120 päivää"", ""Minimoi mineraalielementtien huuhtoutumisen korkean orgaanisen aineksen ansiosta"", ""Ei lehtien palamista alhaisen ammoniakkipitoisuuden vuoksi"", ""Sisältää tärkeitä ravinteita ja noin 60 % orgaanista ainesta"", ""Hyvin liukenevat ja pölyttömät rakeet, joilla on erinomainen levitysmalli"", ""Soveltuu käytettäväksi kaikissa vuodenaikoina, paitsi maan ollessa jäässä"", ""Täydellinen yleislannoite ja maaperän aktivaattori""]"
gid://shopify/Product/15448948146500,"[""Parantaa maaperän rakennetta ja hedelmällisyyttä"", ""NPK 2-2-3, sisältää runsaasti magnesiumia, kalsiumia, humushappoja ja fulvohappoja"", ""Lisätty ylimääräisiä mineraaleja ja hivenaineita laavakivijauheesta"", ""Valmistettu 100 % puhtaasta lehmänlannasta"", ""Lähes hajuton hygienisoinnin ansiosta ja 100 % rikkaruohonsiemenistä vapaa"", ""Patogeeniton; ei patogeenejä, ei ei-toivottuja homeita tai bakteereja"", ""Tasainen lannoitusvaikutus hitaasti vapautuvilla rakeilla > 120 päivää"", ""Minimoi mineraalielementtien huuhtoutumisen korkean orgaanisen aineksen ansiosta"", ""Ei lehtien palamista alhaisen ammoniakkipitoisuuden vuoksi"", ""Sisältää tärkeitä ravinteita ja noin 60 % orgaanista ainesta"", ""Hyvin liukenevat ja pölyttömät rakeet, joilla on erinomainen levitysmalli"", ""Soveltuu käytettäväksi kaikissa vuodenaikoina, paitsi maan ollessa jäässä"", ""Täydellinen yleislannoite ja maaperän aktivaattori""]"
gid://shopify/Product/15448949489988,"[""Yhdistetty orgaanis-mineraalilannoite NPK 9-2-7"", ""Sopii erinomaisesti hevospelloille"", ""Soveltuu myös hyvin lampaiden, vuohien ja harrastuseläinten laidunmaille"", ""Tuloksena korkealaatuinen ja maukas ruoho/rehu"", ""Edistää terveellistä ja rakenteellista satoa"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivaattorina"", ""Tasainen kasvu hitaasti vapautuvien mikrogranulaattien ansiosta, vaikutusaika yli 120 päivää"", ""Tekee ruohosta kestävämpää kuivuutta, tauteja ja stressiä vastaan"", ""Lannoite imeytyy nopeasti maahan, mikä estää eläimiä syömästä sitä"", ""Soveltuu käytettäväksi kaikissa vuodenajoissa, paitsi maan ollessa jäässä"", ""Sisältää ylimääräisiä mineraaleja ja hivenaineita vulkaanisesta tuhkasta"", ""Täydellinen Kaikki-Yhdessä-lannoite laidunmaille""]"
gid://shopify/Product/15448949817668,"[""Nostaa maaperän pH-arvoa"", ""Vähentää sammalta ja rikkaruohoja"", ""Hyvä maaperän elämälle ja rakenteelle"", ""Kalkki ympäri vuoden: Voidaan käyttää kaikkina vuodenaikoina"", ""Varmistaa optimaalisen juurten muodostumisen ja hedelmällisen maaperän"", ""Vahvemmat ja tukevammat juuret"", ""Pölytön granulaatti, joka ei huuhtoudu ja levittyy erinomaisesti"", ""Magnesium varmistaa nurmikoiden ja kasvien kauniin tumman vihreän värin"", ""Tarjoaa epäsuoraa energiaa optimaalisen fotosynteesin ja maaperän hedelmällisyyden kautta"", ""Kauniimmat, raikkaammat ja terveemmät nurmikot ja kasvit"", ""Hyvä ravinteiden, kuten typen, kaliumin ja magnesiumin, imeytyminen""]"
gid://shopify/Product/15448951062852,"[""Yhdistetty orgaanis-mineraalilannoite NPK 9-2-7"", ""Sopii erinomaisesti hevospelloille"", ""Soveltuu myös hyvin lampaiden, vuohien ja harrastuseläinten laidunmaille"", ""Tuloksena korkealaatuinen ja maukas ruoho/rehu"", ""Edistää terveellistä ja rakenteellista satoa"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivaattorina"", ""Tasainen kasvu hitaasti vapautuvien mikrogranulaattien ansiosta, vaikutusaika yli 120 päivää"", ""Tekee ruohosta kestävämpää kuivuutta, tauteja ja stressiä vastaan"", ""Lannoite imeytyy nopeasti maahan, mikä estää eläimiä syömästä sitä"", ""Soveltuu käytettäväksi kaikissa vuodenajoissa, paitsi maan ollessa jäässä"", ""Sisältää ylimääräisiä mineraaleja ja hivenaineita vulkaanisesta tuhkasta"", ""Täydellinen Kaikki-Yhdessä-lannoite laidunmaille""]"
gid://shopify/Product/15448953422148,"[""Yhdistetty orgaanis-mineraalilannoite NPK 9-2-7"", ""Sopii erinomaisesti hevospelloille"", ""Soveltuu myös hyvin lampaiden, vuohien ja harrastuseläinten laidunmaille"", ""Tuloksena korkealaatuinen ja maukas ruoho/rehu"", ""Edistää terveellistä ja rakenteellista satoa"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivaattorina"", ""Tasainen kasvu hitaasti vapautuvien mikrogranulaattien ansiosta, vaikutusaika yli 120 päivää"", ""Tekee ruohosta kestävämpää kuivuutta, tauteja ja stressiä vastaan"", ""Lannoite imeytyy nopeasti maahan, mikä estää eläimiä syömästä sitä"", ""Soveltuu käytettäväksi kaikissa vuodenajoissa, paitsi maan ollessa jäässä"", ""Sisältää ylimääräisiä mineraaleja ja hivenaineita vulkaanisesta tuhkasta"", ""Täydellinen Kaikki-Yhdessä-lannoite laidunmaille""]"
gid://shopify/Product/15448953979204,"[""Yhdistetty orgaanis-mineraalilannoite NPK 9-2-7"", ""Sopii erinomaisesti hevospelloille"", ""Soveltuu myös hyvin lampaiden, vuohien ja harrastuseläinten laidunmaille"", ""Tuloksena korkealaatuinen ja maukas ruoho/rehu"", ""Edistää terveellistä ja rakenteellista satoa"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivaattorina"", ""Tasainen kasvu hitaasti vapautuvien mikrogranulaattien ansiosta, vaikutusaika yli 120 päivää"", ""Tekee ruohosta kestävämpää kuivuutta, tauteja ja stressiä vastaan"", ""Lannoite imeytyy nopeasti maahan, mikä estää eläimiä syömästä sitä"", ""Soveltuu käytettäväksi kaikissa vuodenajoissa, paitsi maan ollessa jäässä"", ""Sisältää ylimääräisiä mineraaleja ja hivenaineita vulkaanisesta tuhkasta"", ""Täydellinen Kaikki-Yhdessä-lannoite laidunmaille""]"
gid://shopify/Product/15448954503492,"[""Yhdistetty orgaanis-mineraalilannoite NPK (Mg) 6-2-12 (+2)"", ""Vahva nurmikko talvella, kauniit tulokset näkyvät kevääseen saakka"", ""Tuloksena vahva, tummanvihreä nurmikko"", ""Lisää kestävyyttä kuivuutta, pakkasta, tauteja ja tuholaisia vastaan"", ""Parantaa maaperän rakennetta ja edistää positiivista maaperän elämää"", ""Jatkuva ravinnesaanti hitaan vapautumisen rakeiden ansiosta > 100 päivää"", ""Yleisohjelma – ei vaikuta maaperän pH-arvoon"", ""Erinomainen levitysmalli pölyttömillä mikrogranulaateilla"", ""Tukahduttaa ei-toivotun sammalen ja rikkakasvien kasvun"", ""Syksyn Lannoite Kaikki-Yhdessä on rikastettu kasvien vahvistajilla""]"
gid://shopify/Product/15448956797252,"[""Yhdistetty orgaanis-mineraalilannoite NPK 9-2-7"", ""Sopii erinomaisesti hevospelloille"", ""Soveltuu myös hyvin lampaiden, vuohien ja harrastuseläinten laidunmaille"", ""Tuloksena korkealaatuinen ja maukas ruoho/rehu"", ""Edistää terveellistä ja rakenteellista satoa"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivaattorina"", ""Tasainen kasvu hitaasti vapautuvien mikrogranulaattien ansiosta, vaikutusaika yli 120 päivää"", ""Tekee ruohosta kestävämpää kuivuutta, tauteja ja stressiä vastaan"", ""Lannoite imeytyy nopeasti maahan, mikä estää eläimiä syömästä sitä"", ""Soveltuu käytettäväksi kaikissa vuodenajoissa, paitsi maan ollessa jäässä"", ""Sisältää ylimääräisiä mineraaleja ja hivenaineita vulkaanisesta tuhkasta"", ""Täydellinen Kaikki-Yhdessä-lannoite laidunmaille""]"
gid://shopify/Product/15448958894404,"[""Yhdistetty orgaanis-mineraalilannoite NPK 9-2-7"", ""Sopii erinomaisesti hevospelloille"", ""Soveltuu myös hyvin lampaiden, vuohien ja harrastuseläinten laidunmaille"", ""Tuloksena korkealaatuinen ja maukas ruoho/rehu"", ""Edistää terveellistä ja rakenteellista satoa"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivaattorina"", ""Tasainen kasvu hitaasti vapautuvien mikrogranulaattien ansiosta, vaikutusaika yli 120 päivää"", ""Tekee ruohosta kestävämpää kuivuutta, tauteja ja stressiä vastaan"", ""Lannoite imeytyy nopeasti maahan, mikä estää eläimiä syömästä sitä"", ""Soveltuu käytettäväksi kaikissa vuodenajoissa, paitsi maan ollessa jäässä"", ""Sisältää ylimääräisiä mineraaleja ja hivenaineita vulkaanisesta tuhkasta"", ""Täydellinen Kaikki-Yhdessä-lannoite laidunmaille""]"
gid://shopify/Product/15448960172356,"[""Yhdistetty orgaanis-mineraalilannoite NPK (Mg) 6-2-12 (+2)"", ""Vahva nurmikko talvella, kauniit tulokset näkyvät kevääseen saakka"", ""Tuloksena vahva, tummanvihreä nurmikko"", ""Lisää kestävyyttä kuivuutta, pakkasta, tauteja ja tuholaisia vastaan"", ""Parantaa maaperän rakennetta ja edistää positiivista maaperän elämää"", ""Jatkuva ravinnesaanti hitaan vapautumisen rakeiden ansiosta > 100 päivää"", ""Yleisohjelma – ei vaikuta maaperän pH-arvoon"", ""Erinomainen levitysmalli pölyttömillä mikrogranulaateilla"", ""Tukahduttaa ei-toivotun sammalen ja rikkakasvien kasvun"", ""Syksyn Lannoite Kaikki-Yhdessä on rikastettu kasvien vahvistajilla""]"
gid://shopify/Product/15448960303428,"[""Yhdistetty orgaanis-mineraalilannoite NPK (Mg) 6-2-12 (+2)"", ""Vahva nurmikko talvella, kauniit tulokset näkyvät kevääseen saakka"", ""Tuloksena vahva, tummanvihreä nurmikko"", ""Lisää kestävyyttä kuivuutta, pakkasta, tauteja ja tuholaisia vastaan"", ""Parantaa maaperän rakennetta ja edistää positiivista maaperän elämää"", ""Jatkuva ravinnesaanti hitaan vapautumisen rakeiden ansiosta > 100 päivää"", ""Yleisohjelma – ei vaikuta maaperän pH-arvoon"", ""Erinomainen levitysmalli pölyttömillä mikrogranulaateilla"", ""Tukahduttaa ei-toivotun sammalen ja rikkakasvien kasvun"", ""Syksyn Lannoite Kaikki-Yhdessä on rikastettu kasvien vahvistajilla""]"
gid://shopify/Product/15448960565572,"[""Yhdistetty orgaanis-mineraalilannoite NPK (Mg) 6-2-12 (+2)"", ""Vahva nurmikko talvella, kauniit tulokset näkyvät kevääseen saakka"", ""Tuloksena vahva, tummanvihreä nurmikko"", ""Lisää kestävyyttä kuivuutta, pakkasta, tauteja ja tuholaisia vastaan"", ""Parantaa maaperän rakennetta ja edistää positiivista maaperän elämää"", ""Jatkuva ravinnesaanti hitaan vapautumisen rakeiden ansiosta > 100 päivää"", ""Yleisohjelma – ei vaikuta maaperän pH-arvoon"", ""Erinomainen levitysmalli pölyttömillä mikrogranulaateilla"", ""Tukahduttaa ei-toivotun sammalen ja rikkakasvien kasvun"", ""Syksyn Lannoite Kaikki-Yhdessä on rikastettu kasvien vahvistajilla""]"
gid://shopify/Product/15448960631108,"[""Yhdistetty orgaanis-mineraalilannoite NPK (Mg) 6-2-12 (+2)"", ""Vahva nurmikko talvella, kauniit tulokset näkyvät kevääseen saakka"", ""Tuloksena vahva, tummanvihreä nurmikko"", ""Lisää kestävyyttä kuivuutta, pakkasta, tauteja ja tuholaisia vastaan"", ""Parantaa maaperän rakennetta ja edistää positiivista maaperän elämää"", ""Jatkuva ravinnesaanti hitaan vapautumisen rakeiden ansiosta > 100 päivää"", ""Yleisohjelma – ei vaikuta maaperän pH-arvoon"", ""Erinomainen levitysmalli pölyttömillä mikrogranulaateilla"", ""Tukahduttaa ei-toivotun sammalen ja rikkakasvien kasvun"", ""Syksyn Lannoite Kaikki-Yhdessä on rikastettu kasvien vahvistajilla""]"
gid://shopify/Product/15448960696644,"[""Orgaanis-mineraalinen moniravinteinen lannoite NPK (Mg) 9-2-7 (+3)"", ""Syvän vihreä ja vahva nurmikko ilman rikkaruohoja ja sammaloitumista"", ""Kaliumrikas vahvistamaan nurmikkoa"", ""Ei sisällä rautasulfaattia – ei tahraa"", ""Varmistaa vahvan, terveen ja tiiviin nurmikon"", ""Lisää vastustuskykyä kuivuutta, tauteja ja pakkasta vastaan"", ""Estää sammalen ja rikkaruohojen ei-toivottua kasvua"", ""Käytännössä hajuton ja taatusti itämätön hygienisoinnin ansiosta"", ""Erinomainen levitys pölyttömän mikrogranulaattiseoksen ansiosta"", ""Tarjoaa jopa 100 päivän täydellisen ravitsemuksen"", ""Rikastettu magnesiumilla, joka antaa ruoholle syvän vihreän värin"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivoijana"", ""All-In-One lannoite, jossa kalkkia ja nurmikon vahvistajia""]"
gid://shopify/Product/15448960991556,"[""Orgaanis-mineraalinen moniravinteinen lannoite NPK (Mg) 9-2-7 (+3)"", ""Syvän vihreä ja vahva nurmikko ilman rikkaruohoja ja sammaloitumista"", ""Kaliumrikas vahvistamaan nurmikkoa"", ""Ei sisällä rautasulfaattia – ei tahraa"", ""Varmistaa vahvan, terveen ja tiiviin nurmikon"", ""Lisää vastustuskykyä kuivuutta, tauteja ja pakkasta vastaan"", ""Estää sammalen ja rikkaruohojen ei-toivottua kasvua"", ""Käytännössä hajuton ja taatusti itämätön hygienisoinnin ansiosta"", ""Erinomainen levitys pölyttömän mikrogranulaattiseoksen ansiosta"", ""Tarjoaa jopa 100 päivän täydellisen ravitsemuksen"", ""Rikastettu magnesiumilla, joka antaa ruoholle syvän vihreän värin"", ""Parantaa maaperän rakennetta ja toimii maaperän aktivoijana"", ""All-In-One lannoite, jossa kalkkia ja nurmikon vahvistajia""]"
