GID,short_description
gid://shopify/Product/15448942346564,"[""Organicko-minerálne viaczložkové hnojivo NPK (Mg) 9-2-7 (+3)"", ""Pre hlboko zelený, robustný trávnik bez buriny a machu"", ""Bohaté na draslík na posilnenie trávnika"", ""Bez síranu železa – nezanecháva škvrny"", ""Zabezpečuje silný, zdravý a hustý trávnik"", ""Zvyšuje odolnosť voči suchu, chorobám a mrazu"", ""Zamedzuje nežiaducemu rastu machu a burín"", ""Takmer bez zápachu a bez baktérií vďaka sanitizácii"", ""Vynikajúce rozloženie vďaka bezprašnej mikrogranulátovej zmesi"", ""Poskytuje až 100 dní kompletného hnojenia"", ""Obohatené o horčík pre hlboko zelenú farbu trávy"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""All-In-One hnojivo s vápnom a posilňovačmi trávnika""]"
gid://shopify/Product/15448942903620,"[""Kombinované organicko-minerálne hnojivo NPK (Mg) 8+4+5 (+2)"", ""Zvýrazňuje krásu rastlín s hlbšími farbami a viac kvetmi"", ""Užite si viac a chutnejšie plody"", ""Pozitívne ovplyvňuje tvorbu plodov, hľúz a cibúľ"", ""Zlepšuje kvalitu, chuť, farbu, vôňu a trvanlivosť"", ""Zlepšuje štruktúru pôdy a stimuluje prospešné pôdne organizmy"", ""Poskytuje konštantnú výživu vďaka pomaly sa uvoľňujúcim granulám na viac ako 100 dní"", ""Univerzálne použitie - neovplyvňuje kyslosť pôdy"", ""Výborné rozptylové vlastnosti s bezprašnými mikrogranulami"", ""Zvyšuje odolnosť voči suchu, mrazu, chorobám a škodcom"", ""All-In-One hnojivo obohatené o rastlinné stimulátory"", ""Pre optimálne výsledky v okrasných a zeleninových záhradách""]"
gid://shopify/Product/15448947294532,"[""NPK 6-3-2 prírodné a čisté rastlinné hnojivo"", ""100% bez živočíšnych produktov, ako je hnoj, kostná múčka alebo krvná múčka"", ""Zlepšuje štruktúru pôdy a pôsobí ako aktivátor pôdy"", ""Príjemná vôňa, vhodné na vnútorné a vonkajšie použitie"", ""100% organické, bez GMO, čisto rastlinné a šetrné k životnému prostrediu"", ""Bez patogénov, nežiaducich plesní alebo baktérií"", ""Vysoká absorpčná kapacita vlhkosti a bohaté na organickú hmotu"", ""Rýchlo pôsobiace s konzistentným uvoľňovaním živín cez granule s pomalým uvoľňovaním"", ""Vynikajúce rozmetávacie vlastnosti s bezprašnými granulami 2-5 mm"", ""Kompletná výživa pre rastliny obsahujúca všetky esenciálne živiny"", ""Udržateľné univerzálne hnojivo vhodné pre všetky rastliny, plodiny a typy pôdy""]"
gid://shopify/Product/15448947949892,"[""Zlepšuje štruktúru pôdy a jej úrodnosť"", ""NPK 2-2-3, bohaté na horčík, vápnik, humínové a fulvové kyseliny"", ""Pridané extra minerály a stopové prvky z lávovej múky"", ""Vyrobené zo 100% čistého kravského hnoja"", ""Takmer bez zápachu vďaka hygienizácii a 100% bez semien buriny"", ""Bez patogénov; bez patogénov, nechcených plesní alebo baktérií"", ""Neustály hnojivý účinok prostredníctvom granúl s pomalým uvoľňovaním >120 dní"", ""Minimálne vyplavovanie minerálnych prvkov vďaka vysokému obsahu organickej hmoty viazanej na dusík"", ""Bez spálenia listov vďaka veľmi nízkemu obsahu amoniaku"", ""Obsahuje dôležité živiny a približne 60% organickej hmoty"", ""Dobre rozpustné a bezprašné granule s vynikajúcim rozptylovým vzorom"", ""Použiteľné v každom ročnom období, okrem mrazivých podmienok"", ""Ideálne univerzálne hnojivo na rastliny a aktivátor pôdy""]"
gid://shopify/Product/15448948146500,"[""Zlepšuje štruktúru pôdy a jej úrodnosť"", ""NPK 2-2-3, bohaté na horčík, vápnik, humínové a fulvové kyseliny"", ""Pridané extra minerály a stopové prvky z lávovej múky"", ""Vyrobené zo 100% čistého kravského hnoja"", ""Takmer bez zápachu vďaka hygienizácii a 100% bez semien buriny"", ""Bez patogénov; bez patogénov, nechcených plesní alebo baktérií"", ""Neustály hnojivý účinok prostredníctvom granúl s pomalým uvoľňovaním >120 dní"", ""Minimálne vyplavovanie minerálnych prvkov vďaka vysokému obsahu organickej hmoty viazanej na dusík"", ""Bez spálenia listov vďaka veľmi nízkemu obsahu amoniaku"", ""Obsahuje dôležité živiny a približne 60% organickej hmoty"", ""Dobre rozpustné a bezprašné granule s vynikajúcim rozptylovým vzorom"", ""Použiteľné v každom ročnom období, okrem mrazivých podmienok"", ""Ideálne univerzálne hnojivo na rastliny a aktivátor pôdy""]"
gid://shopify/Product/15448949489988,"[""Zložené organicko-minerálne hnojivo NPK 9-2-7"", ""Hnojivo vhodné pre konské pastviny"", ""Vysoko vhodné aj pre pastviny pre ovce, kozy a hobby zvieratá"", ""Zabezpečuje kvalitnú a chutnú trávu/kŕmenie"", ""Podporuje zdravú a štruktúrovanú úrodu"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""Konzistentný rast vďaka mikrogranulám s pomalým uvoľňovaním s účinkom nad 120 dní"", ""Zvyšuje odolnosť trávy voči suchu, chorobám a stresu"", ""Hnojivo rýchlo preniká do pôdy, čím zabraňuje jeho konzumácii zvieratami"", ""Aplikovateľné v ktoromkoľvek období, okrem zamrznutej pôdy"", ""Pridané ďalšie minerály a stopové prvky z vulkanického popola"", ""Perfektné all-in-one hnojivo pre pastviny""]"
gid://shopify/Product/15448949817668,"[""Zvyšuje pH hodnotu pôdy"", ""Znižuje výskyt machu a burín"", ""Prospešné pre pôdny život a štruktúru"", ""Vápno pre všetky ročné obdobia: Možné aplikovať po celý rok"", ""Zabezpečuje optimálnu tvorbu koreňov a úrodnú pôdu"", ""Silnejšie a pevnejšie korene"", ""Bezzápachový granulát, ktorý sa nevyplavuje a má vynikajúce rozptylové vlastnosti"", ""Horčík zaisťuje krásnu tmavozelenú farbu trávnikov a rastlín"", ""Poskytuje nepriamu energiu prostredníctvom optimálnej fotosyntézy a úrodnosti pôdy"", ""Pre krajšie, sviežejšie a zdravšie trávniky a rastliny"", ""Dobrá absorpcia živín, ako sú dusík, draslík a horčík.""]"
gid://shopify/Product/15448951062852,"[""Zložené organicko-minerálne hnojivo NPK 9-2-7"", ""Hnojivo vhodné pre konské pastviny"", ""Vysoko vhodné aj pre pastviny pre ovce, kozy a hobby zvieratá"", ""Zabezpečuje kvalitnú a chutnú trávu/kŕmenie"", ""Podporuje zdravú a štruktúrovanú úrodu"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""Konzistentný rast vďaka mikrogranulám s pomalým uvoľňovaním s účinkom nad 120 dní"", ""Zvyšuje odolnosť trávy voči suchu, chorobám a stresu"", ""Hnojivo rýchlo preniká do pôdy, čím zabraňuje jeho konzumácii zvieratami"", ""Aplikovateľné v ktoromkoľvek období, okrem zamrznutej pôdy"", ""Pridané ďalšie minerály a stopové prvky z vulkanického popola"", ""Perfektné all-in-one hnojivo pre pastviny""]"
gid://shopify/Product/15448953422148,"[""Zložené organicko-minerálne hnojivo NPK 9-2-7"", ""Hnojivo vhodné pre konské pastviny"", ""Vysoko vhodné aj pre pastviny pre ovce, kozy a hobby zvieratá"", ""Zabezpečuje kvalitnú a chutnú trávu/kŕmenie"", ""Podporuje zdravú a štruktúrovanú úrodu"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""Konzistentný rast vďaka mikrogranulám s pomalým uvoľňovaním s účinkom nad 120 dní"", ""Zvyšuje odolnosť trávy voči suchu, chorobám a stresu"", ""Hnojivo rýchlo preniká do pôdy, čím zabraňuje jeho konzumácii zvieratami"", ""Aplikovateľné v ktoromkoľvek období, okrem zamrznutej pôdy"", ""Pridané ďalšie minerály a stopové prvky z vulkanického popola"", ""Perfektné all-in-one hnojivo pre pastviny""]"
gid://shopify/Product/15448953979204,"[""Zložené organicko-minerálne hnojivo NPK 9-2-7"", ""Hnojivo vhodné pre konské pastviny"", ""Vysoko vhodné aj pre pastviny pre ovce, kozy a hobby zvieratá"", ""Zabezpečuje kvalitnú a chutnú trávu/kŕmenie"", ""Podporuje zdravú a štruktúrovanú úrodu"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""Konzistentný rast vďaka mikrogranulám s pomalým uvoľňovaním s účinkom nad 120 dní"", ""Zvyšuje odolnosť trávy voči suchu, chorobám a stresu"", ""Hnojivo rýchlo preniká do pôdy, čím zabraňuje jeho konzumácii zvieratami"", ""Aplikovateľné v ktoromkoľvek období, okrem zamrznutej pôdy"", ""Pridané ďalšie minerály a stopové prvky z vulkanického popola"", ""Perfektné all-in-one hnojivo pre pastviny""]"
gid://shopify/Product/15448954503492,"[""Kombinované organicko-minerálne hnojivo NPK (Mg) 6-2-12 (+2)"", ""Silná tráva v zime, krásne výsledky viditeľné až do jari"", ""Výsledkom je silný, tmavozelený trávnik"", ""Zvyšuje odolnosť voči suchu, mrazu, chorobám a škodcom"", ""Zlepšuje štruktúru pôdy a podporuje pozitívny pôdny život"", ""Plynulé dodávanie živín prostredníctvom granulí s pomalým uvoľňovaním > 100 dní"", ""Univerzálne použitie – neovplyvňuje pH pôdy"", ""Vynikajúci vzor rozptylu s mikrogranulami bez prachu"", ""Potláča nechcený rast machu a buriny"", ""Jesenné hnojivo All-In-One je obohatené o posilňovače rastlín""]"
gid://shopify/Product/15448956797252,"[""Zložené organicko-minerálne hnojivo NPK 9-2-7"", ""Hnojivo vhodné pre konské pastviny"", ""Vysoko vhodné aj pre pastviny pre ovce, kozy a hobby zvieratá"", ""Zabezpečuje kvalitnú a chutnú trávu/kŕmenie"", ""Podporuje zdravú a štruktúrovanú úrodu"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""Konzistentný rast vďaka mikrogranulám s pomalým uvoľňovaním s účinkom nad 120 dní"", ""Zvyšuje odolnosť trávy voči suchu, chorobám a stresu"", ""Hnojivo rýchlo preniká do pôdy, čím zabraňuje jeho konzumácii zvieratami"", ""Aplikovateľné v ktoromkoľvek období, okrem zamrznutej pôdy"", ""Pridané ďalšie minerály a stopové prvky z vulkanického popola"", ""Perfektné all-in-one hnojivo pre pastviny""]"
gid://shopify/Product/15448958894404,"[""Zložené organicko-minerálne hnojivo NPK 9-2-7"", ""Hnojivo vhodné pre konské pastviny"", ""Vysoko vhodné aj pre pastviny pre ovce, kozy a hobby zvieratá"", ""Zabezpečuje kvalitnú a chutnú trávu/kŕmenie"", ""Podporuje zdravú a štruktúrovanú úrodu"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""Konzistentný rast vďaka mikrogranulám s pomalým uvoľňovaním s účinkom nad 120 dní"", ""Zvyšuje odolnosť trávy voči suchu, chorobám a stresu"", ""Hnojivo rýchlo preniká do pôdy, čím zabraňuje jeho konzumácii zvieratami"", ""Aplikovateľné v ktoromkoľvek období, okrem zamrznutej pôdy"", ""Pridané ďalšie minerály a stopové prvky z vulkanického popola"", ""Perfektné all-in-one hnojivo pre pastviny""]"
gid://shopify/Product/15448960172356,"[""Kombinované organicko-minerálne hnojivo NPK (Mg) 6-2-12 (+2)"", ""Silná tráva v zime, krásne výsledky viditeľné až do jari"", ""Výsledkom je silný, tmavozelený trávnik"", ""Zvyšuje odolnosť voči suchu, mrazu, chorobám a škodcom"", ""Zlepšuje štruktúru pôdy a podporuje pozitívny pôdny život"", ""Plynulé dodávanie živín prostredníctvom granulí s pomalým uvoľňovaním > 100 dní"", ""Univerzálne použitie – neovplyvňuje pH pôdy"", ""Vynikajúci vzor rozptylu s mikrogranulami bez prachu"", ""Potláča nechcený rast machu a buriny"", ""Jesenné hnojivo All-In-One je obohatené o posilňovače rastlín""]"
gid://shopify/Product/15448960303428,"[""Kombinované organicko-minerálne hnojivo NPK (Mg) 6-2-12 (+2)"", ""Silná tráva v zime, krásne výsledky viditeľné až do jari"", ""Výsledkom je silný, tmavozelený trávnik"", ""Zvyšuje odolnosť voči suchu, mrazu, chorobám a škodcom"", ""Zlepšuje štruktúru pôdy a podporuje pozitívny pôdny život"", ""Plynulé dodávanie živín prostredníctvom granulí s pomalým uvoľňovaním > 100 dní"", ""Univerzálne použitie – neovplyvňuje pH pôdy"", ""Vynikajúci vzor rozptylu s mikrogranulami bez prachu"", ""Potláča nechcený rast machu a buriny"", ""Jesenné hnojivo All-In-One je obohatené o posilňovače rastlín""]"
gid://shopify/Product/15448960565572,"[""Kombinované organicko-minerálne hnojivo NPK (Mg) 6-2-12 (+2)"", ""Silná tráva v zime, krásne výsledky viditeľné až do jari"", ""Výsledkom je silný, tmavozelený trávnik"", ""Zvyšuje odolnosť voči suchu, mrazu, chorobám a škodcom"", ""Zlepšuje štruktúru pôdy a podporuje pozitívny pôdny život"", ""Plynulé dodávanie živín prostredníctvom granulí s pomalým uvoľňovaním > 100 dní"", ""Univerzálne použitie – neovplyvňuje pH pôdy"", ""Vynikajúci vzor rozptylu s mikrogranulami bez prachu"", ""Potláča nechcený rast machu a buriny"", ""Jesenné hnojivo All-In-One je obohatené o posilňovače rastlín""]"
gid://shopify/Product/15448960631108,"[""Kombinované organicko-minerálne hnojivo NPK (Mg) 6-2-12 (+2)"", ""Silná tráva v zime, krásne výsledky viditeľné až do jari"", ""Výsledkom je silný, tmavozelený trávnik"", ""Zvyšuje odolnosť voči suchu, mrazu, chorobám a škodcom"", ""Zlepšuje štruktúru pôdy a podporuje pozitívny pôdny život"", ""Plynulé dodávanie živín prostredníctvom granulí s pomalým uvoľňovaním > 100 dní"", ""Univerzálne použitie – neovplyvňuje pH pôdy"", ""Vynikajúci vzor rozptylu s mikrogranulami bez prachu"", ""Potláča nechcený rast machu a buriny"", ""Jesenné hnojivo All-In-One je obohatené o posilňovače rastlín""]"
gid://shopify/Product/15448960696644,"[""Organicko-minerálne viaczložkové hnojivo NPK (Mg) 9-2-7 (+3)"", ""Pre hlboko zelený, robustný trávnik bez buriny a machu"", ""Bohaté na draslík na posilnenie trávnika"", ""Bez síranu železa – nezanecháva škvrny"", ""Zabezpečuje silný, zdravý a hustý trávnik"", ""Zvyšuje odolnosť voči suchu, chorobám a mrazu"", ""Zamedzuje nežiaducemu rastu machu a burín"", ""Takmer bez zápachu a bez baktérií vďaka sanitizácii"", ""Vynikajúce rozloženie vďaka bezprašnej mikrogranulátovej zmesi"", ""Poskytuje až 100 dní kompletného hnojenia"", ""Obohatené o horčík pre hlboko zelenú farbu trávy"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""All-In-One hnojivo s vápnom a posilňovačmi trávnika""]"
gid://shopify/Product/15448960991556,"[""Organicko-minerálne viaczložkové hnojivo NPK (Mg) 9-2-7 (+3)"", ""Pre hlboko zelený, robustný trávnik bez buriny a machu"", ""Bohaté na draslík na posilnenie trávnika"", ""Bez síranu železa – nezanecháva škvrny"", ""Zabezpečuje silný, zdravý a hustý trávnik"", ""Zvyšuje odolnosť voči suchu, chorobám a mrazu"", ""Zamedzuje nežiaducemu rastu machu a burín"", ""Takmer bez zápachu a bez baktérií vďaka sanitizácii"", ""Vynikajúce rozloženie vďaka bezprašnej mikrogranulátovej zmesi"", ""Poskytuje až 100 dní kompletného hnojenia"", ""Obohatené o horčík pre hlboko zelenú farbu trávy"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""All-In-One hnojivo s vápnom a posilňovačmi trávnika""]"
gid://shopify/Product/15448961155396,"[""Kombinované organicko-minerálne hnojivo NPK (Mg) 6-2-12 (+2)"", ""Silná tráva v zime, krásne výsledky viditeľné až do jari"", ""Výsledkom je silný, tmavozelený trávnik"", ""Zvyšuje odolnosť voči suchu, mrazu, chorobám a škodcom"", ""Zlepšuje štruktúru pôdy a podporuje pozitívny pôdny život"", ""Plynulé dodávanie živín prostredníctvom granulí s pomalým uvoľňovaním > 100 dní"", ""Univerzálne použitie – neovplyvňuje pH pôdy"", ""Vynikajúci vzor rozptylu s mikrogranulami bez prachu"", ""Potláča nechcený rast machu a buriny"", ""Jesenné hnojivo All-In-One je obohatené o posilňovače rastlín""]"
gid://shopify/Product/15448961319236,"[""Organicko-minerálne viaczložkové hnojivo NPK (Mg) 9-2-7 (+3)"", ""Pre hlboko zelený, robustný trávnik bez buriny a machu"", ""Bohaté na draslík na posilnenie trávnika"", ""Bez síranu železa – nezanecháva škvrny"", ""Zabezpečuje silný, zdravý a hustý trávnik"", ""Zvyšuje odolnosť voči suchu, chorobám a mrazu"", ""Zamedzuje nežiaducemu rastu machu a burín"", ""Takmer bez zápachu a bez baktérií vďaka sanitizácii"", ""Vynikajúce rozloženie vďaka bezprašnej mikrogranulátovej zmesi"", ""Poskytuje až 100 dní kompletného hnojenia"", ""Obohatené o horčík pre hlboko zelenú farbu trávy"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""All-In-One hnojivo s vápnom a posilňovačmi trávnika""]"
gid://shopify/Product/15448961909060,"[""Organicko-minerálne viaczložkové hnojivo NPK (Mg) 9-2-7 (+3)"", ""Pre hlboko zelený, robustný trávnik bez buriny a machu"", ""Bohaté na draslík na posilnenie trávnika"", ""Bez síranu železa – nezanecháva škvrny"", ""Zabezpečuje silný, zdravý a hustý trávnik"", ""Zvyšuje odolnosť voči suchu, chorobám a mrazu"", ""Zamedzuje nežiaducemu rastu machu a burín"", ""Takmer bez zápachu a bez baktérií vďaka sanitizácii"", ""Vynikajúce rozloženie vďaka bezprašnej mikrogranulátovej zmesi"", ""Poskytuje až 100 dní kompletného hnojenia"", ""Obohatené o horčík pre hlboko zelenú farbu trávy"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""All-In-One hnojivo s vápnom a posilňovačmi trávnika""]"
gid://shopify/Product/15448964104516,"[""Organicko-minerálne viaczložkové hnojivo NPK (Mg) 9-2-7 (+3)"", ""Pre hlboko zelený, robustný trávnik bez buriny a machu"", ""Bohaté na draslík na posilnenie trávnika"", ""Bez síranu železa – nezanecháva škvrny"", ""Zabezpečuje silný, zdravý a hustý trávnik"", ""Zvyšuje odolnosť voči suchu, chorobám a mrazu"", ""Zamedzuje nežiaducemu rastu machu a burín"", ""Takmer bez zápachu a bez baktérií vďaka sanitizácii"", ""Vynikajúce rozloženie vďaka bezprašnej mikrogranulátovej zmesi"", ""Poskytuje až 100 dní kompletného hnojenia"", ""Obohatené o horčík pre hlboko zelenú farbu trávy"", ""Zlepšuje štruktúru pôdy a pôsobí ako pôdny aktivátor"", ""All-In-One hnojivo s vápnom a posilňovačmi trávnika""]"
