GID,short_description
gid://shopify/Product/15448942346564,"[""Organisk-mineralsk multinæringsstofgødning NPK (Mg) 9-2-7 (+3)"", ""For en dybgrøn, robust græsplæne uden ukrudt og mos"", ""Rig på kalium for at styrke græstørvet"", ""Fri for jernsulfat - pletter ikke"", ""Sikrer en stærk, sund og tæt græsplæne"", ""Øger modstandsdygtigheden mod tørke, sygdomme og frost"", ""Hindrer uønsket mos- og ukrudtsvækst"", ""Næsten lugtfri og fri for bakterier på grund af sanitetsbehandling"", ""Fremragende spredning takket være støvfri mikrogranulatblanding"", ""Leverer op til 100 dages komplet ernæring"", ""Beriget med magnesium for en dybgrøn græsfarve"", ""Forbedrer jordstrukturen og fungerer som en jordaktivator"", ""Alt-i-én gødning med kalk og græsforstærkere""]"
gid://shopify/Product/15448942903620,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 8-4-5 (+2)"", ""Forbedrer planters skønhed, med dybere farver og flere blomster"", ""Nyd mere og velsmagende frugt"", ""Påvirker positivt dannelsen af frugter, knolde og løg"", ""Forbedrer kvaliteten i form af smag, farve, duft og holdbarhed"", ""Forbedrer jordstrukturen og stimulerer gavnlige jordorganismer"", ""Leverer en konstant næringsstoftilførsel gennem langsomt frigivende granulater i over 100 dage"", ""Universelt anvendelig - påvirker ikke jordens surhedsgrad"", ""Fremragende spredningsegenskaber med støvfrie mikrogranulater"", ""Forbedrer modstandsdygtighed over for tørke, frost, sygdomme og skadedyr"", ""Alt-i-én gødning beriget med planteforstærkere"", ""For optimale resultater i pryd- og køkkenhaver""]"
gid://shopify/Product/15448947294532,"[""NPK 6-3-2 naturlig og ren plantebaseret gødning"", ""100% fri for animalske produkter som gødning, benmel eller blodmel"", ""Forbedrer jordstrukturen og fungerer som en jordaktivator"", ""Behagelig duft og egnet til indendørs og udendørs brug"", ""100% økologisk, GMO-fri, rent plantebaseret og miljøvenlig"", ""Patogenfri; ingen patogener, uønskede mug eller bakterier"", ""Høj fugtabsorberingsevne og rig på organisk materiale"", ""Hurtigvirkende med en konstant gødningsfrigivelse gennem langsomt frigivende granulater"", ""Fremragende spredningsegenskaber med støvfri 2-5 mm granulater"", ""Komplet plantenæring, indeholder alle essentielle næringsstoffer"", ""Bæredygtig universalgødning egnet til alle planter, afgrøder og jordtyper""]"
gid://shopify/Product/15448947949892,"[""Forbedrer jordstrukturen og jordens frugtbarhed"", ""NPK 2-2-3, rig på magnesium, calcium, huminsyrer og fulvinsyrer"", ""Ekstra tilsatte mineraler og sporstoffer fra lavamel"", ""Fremstillet af 100% ren ko-gødning"", ""Næsten lugtfri på grund af hygiejnisering og 100% fri for ukrudtsfrø"", ""Patogenfri; ingen patogener, uønskede mug eller bakterier"", ""Konstant gødningseffekt gennem langsomt frigivende pellets > 120 dage"", ""Minimal udvaskning af mineraler på grund af højt organisk indhold af bundet kvælstof"", ""Ingen bladforbrænding på grund af meget lavt ammoniakindhold"", ""Indeholder vigtige næringsstoffer og ca. 60% organisk materiale"", ""Godt opløselige og støvfri pellets med fremragende spredningsmønster"", ""Anvendelig i alle sæsoner, undtagen i tilfælde af jordfrost"", ""Perfekt alsidig plantegødning og jordaktivator""]"
gid://shopify/Product/15448948146500,"[""Forbedrer jordstrukturen og jordens frugtbarhed"", ""NPK 2-2-3, rig på magnesium, calcium, huminsyrer og fulvinsyrer"", ""Ekstra tilsatte mineraler og sporstoffer fra lavamel"", ""Fremstillet af 100% ren ko-gødning"", ""Næsten lugtfri på grund af hygiejnisering og 100% fri for ukrudtsfrø"", ""Patogenfri; ingen patogener, uønskede mug eller bakterier"", ""Konstant gødningseffekt gennem langsomt frigivende pellets > 120 dage"", ""Minimal udvaskning af mineraler på grund af højt organisk indhold af bundet kvælstof"", ""Ingen bladforbrænding på grund af meget lavt ammoniakindhold"", ""Indeholder vigtige næringsstoffer og ca. 60% organisk materiale"", ""Godt opløselige og støvfri pellets med fremragende spredningsmønster"", ""Anvendelig i alle sæsoner, undtagen i tilfælde af jordfrost"", ""Perfekt alsidig plantegødning og jordaktivator""]"
gid://shopify/Product/15448949489988,"[""Sammensat organisk-mineralsk gødning NPK 9-2-7"", ""Gødning egnet til hestefolde"", ""Også yderst velegnet til får, geder og hobbydyrs græsarealer"", ""Resulterer i højkvalitets og velsmagende græs/foder"", ""Fremmer sund og struktureret høst"", ""Forbedrer jordstrukturen og virker som en jordaktivator"", ""Konsekvent vækst gennem langsomt frigivende mikrogranulater med en varighed på over 120 dage"", ""Gør græsset mere modstandsdygtigt over for tørke, sygdomme og stress"", ""Gødningen trænger hurtigt ned i jorden, hvilket forhindrer indtag af dyr"", ""Anvendelig i enhver sæson, undtagen under jordfrost"", ""Yderligere mineraler og sporstoffer tilføjet fra vulkansk aske"", ""Perfekt alt-i-én gødning til græsarealer""]"
gid://shopify/Product/15448949817668,"[""Øger pH-værdien i jorden"", ""Reducerer mos og ukrudt"", ""Gavnligt for jordens liv og struktur"", ""4-sæsons kalk: Kan anvendes hele året rundt"", ""Sikrer optimal roddannelse og frugtbar jord"", ""Stærkere og fastere rødder"", ""Støvfrit granulat, der ikke skylles væk og har et fremragende spredningsmønster"", ""Magnesium sikrer en smuk mørkegrøn farve på græsplæner og planter"", ""Leverer indirekte energi gennem optimal fotosyntese og jordfrugtbarhed"", ""For smukkere, friskere og sundere græsplæner og planter"", ""God absorption af næringsstoffer som kvælstof, kalium og magnesium.""]"
gid://shopify/Product/15448951062852,"[""Sammensat organisk-mineralsk gødning NPK 9-2-7"", ""Gødning egnet til hestefolde"", ""Også yderst velegnet til får, geder og hobbydyrs græsarealer"", ""Resulterer i højkvalitets og velsmagende græs/foder"", ""Fremmer sund og struktureret høst"", ""Forbedrer jordstrukturen og virker som en jordaktivator"", ""Konsekvent vækst gennem langsomt frigivende mikrogranulater med en varighed på over 120 dage"", ""Gør græsset mere modstandsdygtigt over for tørke, sygdomme og stress"", ""Gødningen trænger hurtigt ned i jorden, hvilket forhindrer indtag af dyr"", ""Anvendelig i enhver sæson, undtagen under jordfrost"", ""Yderligere mineraler og sporstoffer tilføjet fra vulkansk aske"", ""Perfekt alt-i-én gødning til græsarealer""]"
gid://shopify/Product/15448953422148,"[""Sammensat organisk-mineralsk gødning NPK 9-2-7"", ""Gødning egnet til hestefolde"", ""Også yderst velegnet til får, geder og hobbydyrs græsarealer"", ""Resulterer i højkvalitets og velsmagende græs/foder"", ""Fremmer sund og struktureret høst"", ""Forbedrer jordstrukturen og virker som en jordaktivator"", ""Konsekvent vækst gennem langsomt frigivende mikrogranulater med en varighed på over 120 dage"", ""Gør græsset mere modstandsdygtigt over for tørke, sygdomme og stress"", ""Gødningen trænger hurtigt ned i jorden, hvilket forhindrer indtag af dyr"", ""Anvendelig i enhver sæson, undtagen under jordfrost"", ""Yderligere mineraler og sporstoffer tilføjet fra vulkansk aske"", ""Perfekt alt-i-én gødning til græsarealer""]"
gid://shopify/Product/15448953979204,"[""Sammensat organisk-mineralsk gødning NPK 9-2-7"", ""Gødning egnet til hestefolde"", ""Også yderst velegnet til får, geder og hobbydyrs græsarealer"", ""Resulterer i højkvalitets og velsmagende græs/foder"", ""Fremmer sund og struktureret høst"", ""Forbedrer jordstrukturen og virker som en jordaktivator"", ""Konsekvent vækst gennem langsomt frigivende mikrogranulater med en varighed på over 120 dage"", ""Gør græsset mere modstandsdygtigt over for tørke, sygdomme og stress"", ""Gødningen trænger hurtigt ned i jorden, hvilket forhindrer indtag af dyr"", ""Anvendelig i enhver sæson, undtagen under jordfrost"", ""Yderligere mineraler og sporstoffer tilføjet fra vulkansk aske"", ""Perfekt alt-i-én gødning til græsarealer""]"
gid://shopify/Product/15448954503492,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 6-2-12 (+2)"", ""Stærkt græs om vinteren, smukke resultater synlige indtil foråret"", ""Resulterer i en stærk, mørkegrøn græsplæne"", ""Forbedrer modstandsdygtigheden mod tørke, frost, sygdomme og skadedyr"", ""Forbedrer jordstrukturen og fremmer positivt jordliv"", ""Kontinuerlig næringsstoftilførsel gennem langsomt frigivende granulater > 100 dage"", ""Universelt anvendelig – påvirker ikke jordens pH"", ""Fremragende spredningsmønster med støvfri mikrogranulater"", ""Undertrykker uønsket mos- og ukrudtsvækst"", ""Efterårsgødning All-In-One er beriget med planteforstærkere""]"
gid://shopify/Product/15448956797252,"[""Sammensat organisk-mineralsk gødning NPK 9-2-7"", ""Gødning egnet til hestefolde"", ""Også yderst velegnet til får, geder og hobbydyrs græsarealer"", ""Resulterer i højkvalitets og velsmagende græs/foder"", ""Fremmer sund og struktureret høst"", ""Forbedrer jordstrukturen og virker som en jordaktivator"", ""Konsekvent vækst gennem langsomt frigivende mikrogranulater med en varighed på over 120 dage"", ""Gør græsset mere modstandsdygtigt over for tørke, sygdomme og stress"", ""Gødningen trænger hurtigt ned i jorden, hvilket forhindrer indtag af dyr"", ""Anvendelig i enhver sæson, undtagen under jordfrost"", ""Yderligere mineraler og sporstoffer tilføjet fra vulkansk aske"", ""Perfekt alt-i-én gødning til græsarealer""]"
gid://shopify/Product/15448958894404,"[""Sammensat organisk-mineralsk gødning NPK 9-2-7"", ""Gødning egnet til hestefolde"", ""Også yderst velegnet til får, geder og hobbydyrs græsarealer"", ""Resulterer i højkvalitets og velsmagende græs/foder"", ""Fremmer sund og struktureret høst"", ""Forbedrer jordstrukturen og virker som en jordaktivator"", ""Konsekvent vækst gennem langsomt frigivende mikrogranulater med en varighed på over 120 dage"", ""Gør græsset mere modstandsdygtigt over for tørke, sygdomme og stress"", ""Gødningen trænger hurtigt ned i jorden, hvilket forhindrer indtag af dyr"", ""Anvendelig i enhver sæson, undtagen under jordfrost"", ""Yderligere mineraler og sporstoffer tilføjet fra vulkansk aske"", ""Perfekt alt-i-én gødning til græsarealer""]"
gid://shopify/Product/15448960172356,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 6-2-12 (+2)"", ""Stærkt græs om vinteren, smukke resultater synlige indtil foråret"", ""Resulterer i en stærk, mørkegrøn græsplæne"", ""Forbedrer modstandsdygtigheden mod tørke, frost, sygdomme og skadedyr"", ""Forbedrer jordstrukturen og fremmer positivt jordliv"", ""Kontinuerlig næringsstoftilførsel gennem langsomt frigivende granulater > 100 dage"", ""Universelt anvendelig – påvirker ikke jordens pH"", ""Fremragende spredningsmønster med støvfri mikrogranulater"", ""Undertrykker uønsket mos- og ukrudtsvækst"", ""Efterårsgødning All-In-One er beriget med planteforstærkere""]"
gid://shopify/Product/15448960303428,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 6-2-12 (+2)"", ""Stærkt græs om vinteren, smukke resultater synlige indtil foråret"", ""Resulterer i en stærk, mørkegrøn græsplæne"", ""Forbedrer modstandsdygtigheden mod tørke, frost, sygdomme og skadedyr"", ""Forbedrer jordstrukturen og fremmer positivt jordliv"", ""Kontinuerlig næringsstoftilførsel gennem langsomt frigivende granulater > 100 dage"", ""Universelt anvendelig – påvirker ikke jordens pH"", ""Fremragende spredningsmønster med støvfri mikrogranulater"", ""Undertrykker uønsket mos- og ukrudtsvækst"", ""Efterårsgødning All-In-One er beriget med planteforstærkere""]"
gid://shopify/Product/15448960565572,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 6-2-12 (+2)"", ""Stærkt græs om vinteren, smukke resultater synlige indtil foråret"", ""Resulterer i en stærk, mørkegrøn græsplæne"", ""Forbedrer modstandsdygtigheden mod tørke, frost, sygdomme og skadedyr"", ""Forbedrer jordstrukturen og fremmer positivt jordliv"", ""Kontinuerlig næringsstoftilførsel gennem langsomt frigivende granulater > 100 dage"", ""Universelt anvendelig – påvirker ikke jordens pH"", ""Fremragende spredningsmønster med støvfri mikrogranulater"", ""Undertrykker uønsket mos- og ukrudtsvækst"", ""Efterårsgødning All-In-One er beriget med planteforstærkere""]"
gid://shopify/Product/15448960631108,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 6-2-12 (+2)"", ""Stærkt græs om vinteren, smukke resultater synlige indtil foråret"", ""Resulterer i en stærk, mørkegrøn græsplæne"", ""Forbedrer modstandsdygtigheden mod tørke, frost, sygdomme og skadedyr"", ""Forbedrer jordstrukturen og fremmer positivt jordliv"", ""Kontinuerlig næringsstoftilførsel gennem langsomt frigivende granulater > 100 dage"", ""Universelt anvendelig – påvirker ikke jordens pH"", ""Fremragende spredningsmønster med støvfri mikrogranulater"", ""Undertrykker uønsket mos- og ukrudtsvækst"", ""Efterårsgødning All-In-One er beriget med planteforstærkere""]"
gid://shopify/Product/15448960696644,"[""Organisk-mineralsk multinæringsstofgødning NPK (Mg) 9-2-7 (+3)"", ""For en dybgrøn, robust græsplæne uden ukrudt og mos"", ""Rig på kalium for at styrke græstørvet"", ""Fri for jernsulfat - pletter ikke"", ""Sikrer en stærk, sund og tæt græsplæne"", ""Øger modstandsdygtigheden mod tørke, sygdomme og frost"", ""Hindrer uønsket mos- og ukrudtsvækst"", ""Næsten lugtfri og fri for bakterier på grund af sanitetsbehandling"", ""Fremragende spredning takket være støvfri mikrogranulatblanding"", ""Leverer op til 100 dages komplet ernæring"", ""Beriget med magnesium for en dybgrøn græsfarve"", ""Forbedrer jordstrukturen og fungerer som en jordaktivator"", ""Alt-i-én gødning med kalk og græsforstærkere""]"
gid://shopify/Product/15448960991556,"[""Organisk-mineralsk multinæringsstofgødning NPK (Mg) 9-2-7 (+3)"", ""For en dybgrøn, robust græsplæne uden ukrudt og mos"", ""Rig på kalium for at styrke græstørvet"", ""Fri for jernsulfat - pletter ikke"", ""Sikrer en stærk, sund og tæt græsplæne"", ""Øger modstandsdygtigheden mod tørke, sygdomme og frost"", ""Hindrer uønsket mos- og ukrudtsvækst"", ""Næsten lugtfri og fri for bakterier på grund af sanitetsbehandling"", ""Fremragende spredning takket være støvfri mikrogranulatblanding"", ""Leverer op til 100 dages komplet ernæring"", ""Beriget med magnesium for en dybgrøn græsfarve"", ""Forbedrer jordstrukturen og fungerer som en jordaktivator"", ""Alt-i-én gødning med kalk og græsforstærkere""]"
gid://shopify/Product/15448961155396,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 6-2-12 (+2)"", ""Stærkt græs om vinteren, smukke resultater synlige indtil foråret"", ""Resulterer i en stærk, mørkegrøn græsplæne"", ""Forbedrer modstandsdygtigheden mod tørke, frost, sygdomme og skadedyr"", ""Forbedrer jordstrukturen og fremmer positivt jordliv"", ""Kontinuerlig næringsstoftilførsel gennem langsomt frigivende granulater > 100 dage"", ""Universelt anvendelig – påvirker ikke jordens pH"", ""Fremragende spredningsmønster med støvfri mikrogranulater"", ""Undertrykker uønsket mos- og ukrudtsvækst"", ""Efterårsgødning All-In-One er beriget med planteforstærkere""]"
gid://shopify/Product/15448961319236,"[""Organisk-mineralsk multinæringsstofgødning NPK (Mg) 9-2-7 (+3)"", ""For en dybgrøn, robust græsplæne uden ukrudt og mos"", ""Rig på kalium for at styrke græstørvet"", ""Fri for jernsulfat - pletter ikke"", ""Sikrer en stærk, sund og tæt græsplæne"", ""Øger modstandsdygtigheden mod tørke, sygdomme og frost"", ""Hindrer uønsket mos- og ukrudtsvækst"", ""Næsten lugtfri og fri for bakterier på grund af sanitetsbehandling"", ""Fremragende spredning takket være støvfri mikrogranulatblanding"", ""Leverer op til 100 dages komplet ernæring"", ""Beriget med magnesium for en dybgrøn græsfarve"", ""Forbedrer jordstrukturen og fungerer som en jordaktivator"", ""Alt-i-én gødning med kalk og græsforstærkere""]"
gid://shopify/Product/15448961909060,"[""Organisk-mineralsk multinæringsstofgødning NPK (Mg) 9-2-7 (+3)"", ""For en dybgrøn, robust græsplæne uden ukrudt og mos"", ""Rig på kalium for at styrke græstørvet"", ""Fri for jernsulfat - pletter ikke"", ""Sikrer en stærk, sund og tæt græsplæne"", ""Øger modstandsdygtigheden mod tørke, sygdomme og frost"", ""Hindrer uønsket mos- og ukrudtsvækst"", ""Næsten lugtfri og fri for bakterier på grund af sanitetsbehandling"", ""Fremragende spredning takket være støvfri mikrogranulatblanding"", ""Leverer op til 100 dages komplet ernæring"", ""Beriget med magnesium for en dybgrøn græsfarve"", ""Forbedrer jordstrukturen og fungerer som en jordaktivator"", ""Alt-i-én gødning med kalk og græsforstærkere""]"
gid://shopify/Product/15448964104516,"[""Organisk-mineralsk multinæringsstofgødning NPK (Mg) 9-2-7 (+3)"", ""For en dybgrøn, robust græsplæne uden ukrudt og mos"", ""Rig på kalium for at styrke græstørvet"", ""Fri for jernsulfat - pletter ikke"", ""Sikrer en stærk, sund og tæt græsplæne"", ""Øger modstandsdygtigheden mod tørke, sygdomme og frost"", ""Hindrer uønsket mos- og ukrudtsvækst"", ""Næsten lugtfri og fri for bakterier på grund af sanitetsbehandling"", ""Fremragende spredning takket være støvfri mikrogranulatblanding"", ""Leverer op til 100 dages komplet ernæring"", ""Beriget med magnesium for en dybgrøn græsfarve"", ""Forbedrer jordstrukturen og fungerer som en jordaktivator"", ""Alt-i-én gødning med kalk og græsforstærkere""]"
gid://shopify/Product/15448964202820,"[""Organisk-mineralsk multinæringsstofgødning NPK (Mg) 9-2-7 (+3)"", ""For en dybgrøn, robust græsplæne uden ukrudt og mos"", ""Rig på kalium for at styrke græstørvet"", ""Fri for jernsulfat - pletter ikke"", ""Sikrer en stærk, sund og tæt græsplæne"", ""Øger modstandsdygtigheden mod tørke, sygdomme og frost"", ""Hindrer uønsket mos- og ukrudtsvækst"", ""Næsten lugtfri og fri for bakterier på grund af sanitetsbehandling"", ""Fremragende spredning takket være støvfri mikrogranulatblanding"", ""Leverer op til 100 dages komplet ernæring"", ""Beriget med magnesium for en dybgrøn græsfarve"", ""Forbedrer jordstrukturen og fungerer som en jordaktivator"", ""Alt-i-én gødning med kalk og græsforstærkere""]"
gid://shopify/Product/15448964661572,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 8-4-5 (+2)"", ""Forbedrer planters skønhed, med dybere farver og flere blomster"", ""Nyd mere og velsmagende frugt"", ""Påvirker positivt dannelsen af frugter, knolde og løg"", ""Forbedrer kvaliteten i form af smag, farve, duft og holdbarhed"", ""Forbedrer jordstrukturen og stimulerer gavnlige jordorganismer"", ""Leverer en konstant næringsstoftilførsel gennem langsomt frigivende granulater i over 100 dage"", ""Universelt anvendelig - påvirker ikke jordens surhedsgrad"", ""Fremragende spredningsegenskaber med støvfrie mikrogranulater"", ""Forbedrer modstandsdygtighed over for tørke, frost, sygdomme og skadedyr"", ""Alt-i-én gødning beriget med planteforstærkere"", ""For optimale resultater i pryd- og køkkenhaver""]"
gid://shopify/Product/15448972951876,"[""Sammensat organisk-mineralsk gødning NPK (Mg) 8-4-5 (+2)"", ""Forbedrer planters skønhed, med dybere farver og flere blomster"", ""Nyd mere og velsmagende frugt"", ""Påvirker positivt dannelsen af frugter, knolde og løg"", ""Forbedrer kvaliteten i form af smag, farve, duft og holdbarhed"", ""Forbedrer jordstrukturen og stimulerer gavnlige jordorganismer"", ""Leverer en konstant næringsstoftilførsel gennem langsomt frigivende granulater i over 100 dage"", ""Universelt anvendelig - påvirker ikke jordens surhedsgrad"", ""Fremragende spredningsegenskaber med støvfrie mikrogranulater"", ""Forbedrer modstandsdygtighed over for tørke, frost, sygdomme og skadedyr"", ""Alt-i-én gødning beriget med planteforstærkere"", ""For optimale resultater i pryd- og køkkenhaver""]"
